m,TagName,
"2016-11-01 00:00:00","javascript","20463"
"2016-11-01 00:00:00","perl","368"
"2016-11-01 00:00:00","php","11914"
"2016-11-01 00:00:00","python","14146"
"2016-11-01 00:00:00","r","3556"
"2016-11-01 00:00:00","ruby","1753"
"2016-11-01 00:00:00","swift","4356"
"2016-12-01 00:00:00","assembly","312"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10663"
"2016-12-01 00:00:00","c++","5212"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13806"
"2016-12-01 00:00:00","javascript","19752"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11432"
"2016-12-01 00:00:00","python","13009"
"2016-12-01 00:00:00","r","3148"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3922"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2753"
"2017-01-01 00:00:00","c#","11671"
"2017-01-01 00:00:00","c++","5635"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","558"
"2017-01-01 00:00:00","java","14523"
"2017-01-01 00:00:00","javascript","21353"
"2017-01-01 00:00:00","perl","323"
"2017-01-01 00:00:00","php","12562"
"2017-01-01 00:00:00","python","14230"
"2017-01-01 00:00:00","r","3485"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4332"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2724"
"2017-02-01 00:00:00","c#","11464"
"2017-02-01 00:00:00","c++","5153"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14522"
"2017-02-01 00:00:00","javascript","21152"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12440"
"2017-02-01 00:00:00","python","14740"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4046"
"2017-03-01 00:00:00","assembly","370"
"2017-03-01 00:00:00","c","2958"
"2017-03-01 00:00:00","c#","12964"
"2017-03-01 00:00:00","c++","6211"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17266"
"2017-03-01 00:00:00","javascript","23647"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13969"
"2017-03-01 00:00:00","python","17084"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4606"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2846"
"2017-04-01 00:00:00","c#","11073"
"2017-04-01 00:00:00","c++","5861"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15881"
"2017-04-01 00:00:00","javascript","21190"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12346"
"2017-04-01 00:00:00","python","15611"
"2017-04-01 00:00:00","r","4258"
"2017-04-01 00:00:00","ruby","1485"
"2017-04-01 00:00:00","swift","3905"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2741"
"2017-05-01 00:00:00","c#","11954"
"2017-05-01 00:00:00","c++","5289"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","582"
"2017-05-01 00:00:00","java","16300"
"2017-05-01 00:00:00","javascript","22343"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12987"
"2017-05-01 00:00:00","python","16147"
"2017-05-01 00:00:00","r","4310"
"2017-05-01 00:00:00","ruby","1517"
"2017-05-01 00:00:00","swift","4087"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2340"
"2017-06-01 00:00:00","c#","11279"
"2017-06-01 00:00:00","c++","4666"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14586"
"2017-06-01 00:00:00","javascript","21533"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11691"
"2017-06-01 00:00:00","python","15972"
"2017-06-01 00:00:00","r","4440"
"2017-06-01 00:00:00","ruby","1414"
"2017-06-01 00:00:00","swift","4189"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2036"
"2017-07-01 00:00:00","c#","11185"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14088"
"2017-07-01 00:00:00","javascript","21556"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11705"
"2017-07-01 00:00:00","python","16868"
"2017-07-01 00:00:00","r","4574"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2037"
"2017-08-01 00:00:00","c#","10932"
"2017-08-01 00:00:00","c++","4777"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","606"
"2017-08-01 00:00:00","java","13718"
"2017-08-01 00:00:00","javascript","21289"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11586"
"2017-08-01 00:00:00","python","16453"
"2017-08-01 00:00:00","r","4559"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4170"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2095"
"2017-09-01 00:00:00","c#","9850"
"2017-09-01 00:00:00","c++","4457"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","542"
"2017-09-01 00:00:00","java","12723"
"2017-09-01 00:00:00","javascript","18927"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10642"
"2017-09-01 00:00:00","python","15413"
"2017-09-01 00:00:00","r","4218"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","330"
"2017-10-01 00:00:00","c","2771"
"2017-10-01 00:00:00","c#","10199"
"2017-10-01 00:00:00","c++","5207"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13970"
"2017-10-01 00:00:00","javascript","19789"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10772"
"2017-10-01 00:00:00","python","16900"
"2017-10-01 00:00:00","r","4538"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3887"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2943"
"2017-11-01 00:00:00","c#","9762"
"2017-11-01 00:00:00","c++","5022"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14133"
"2017-11-01 00:00:00","javascript","19357"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10541"
"2017-11-01 00:00:00","python","16925"
"2017-11-01 00:00:00","r","4500"
"2017-11-01 00:00:00","ruby","1172"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8572"
"2017-12-01 00:00:00","c++","4450"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11950"
"2017-12-01 00:00:00","javascript","16916"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9081"
"2017-12-01 00:00:00","python","14885"
"2017-12-01 00:00:00","r","3712"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2207"
"2018-01-01 00:00:00","c#","9352"
"2018-01-01 00:00:00","c++","4737"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12316"
"2018-01-01 00:00:00","javascript","18847"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10062"
"2018-01-01 00:00:00","python","16187"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2138"
"2018-02-01 00:00:00","c#","8558"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12002"
"2018-02-01 00:00:00","javascript","17190"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9087"
"2018-02-01 00:00:00","python","16271"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9768"
"2018-03-01 00:00:00","c++","5167"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13525"
"2018-03-01 00:00:00","javascript","19094"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9797"
"2018-03-01 00:00:00","python","17862"
"2018-03-01 00:00:00","r","5097"
"2018-03-01 00:00:00","ruby","1060"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2180"
"2018-04-01 00:00:00","c#","9207"
"2018-04-01 00:00:00","c++","4654"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13447"
"2018-04-01 00:00:00","javascript","17912"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8896"
"2018-04-01 00:00:00","python","16926"
"2018-04-01 00:00:00","r","4726"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3561"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2360"
"2018-05-01 00:00:00","c#","9899"
"2018-05-01 00:00:00","c++","4677"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13431"
"2018-05-01 00:00:00","javascript","18023"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9421"
"2018-05-01 00:00:00","python","17539"
"2018-05-01 00:00:00","r","4726"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8764"
"2018-06-01 00:00:00","c++","4083"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11756"
"2018-06-01 00:00:00","javascript","17145"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8398"
"2018-06-01 00:00:00","python","16772"
"2018-06-01 00:00:00","r","4477"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3130"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9380"
"2018-07-01 00:00:00","c++","3903"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11711"
"2018-07-01 00:00:00","javascript","17772"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8521"
"2018-07-01 00:00:00","python","17903"
"2018-07-01 00:00:00","r","4401"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3659"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9456"
"2018-08-01 00:00:00","c++","3890"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11274"
"2018-08-01 00:00:00","javascript","17812"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8464"
"2018-08-01 00:00:00","python","17704"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3561"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1828"
"2018-09-01 00:00:00","c#","8338"
"2018-09-01 00:00:00","c++","3731"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10682"
"2018-09-01 00:00:00","javascript","15963"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7644"
"2018-09-01 00:00:00","python","15986"
"2018-09-01 00:00:00","r","3748"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2439"
"2018-10-01 00:00:00","c#","9314"
"2018-10-01 00:00:00","c++","4293"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12461"
"2018-10-01 00:00:00","javascript","17357"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8112"
"2018-10-01 00:00:00","python","18106"
"2018-10-01 00:00:00","r","4348"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2514"
"2018-11-01 00:00:00","c#","8447"
"2018-11-01 00:00:00","c++","4329"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11662"
"2018-11-01 00:00:00","javascript","16134"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7054"
"2018-11-01 00:00:00","python","17975"
"2018-11-01 00:00:00","r","4217"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2973"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2186"
"2018-12-01 00:00:00","c#","7520"
"2018-12-01 00:00:00","c++","3543"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10407"
"2018-12-01 00:00:00","javascript","14222"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6198"
"2018-12-01 00:00:00","python","15686"
"2018-12-01 00:00:00","r","3394"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2274"
"2019-01-01 00:00:00","c#","8721"
"2019-01-01 00:00:00","c++","3895"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10989"
"2019-01-01 00:00:00","javascript","15981"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7140"
"2019-01-01 00:00:00","python","16911"
"2019-01-01 00:00:00","r","3939"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2896"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2047"
"2019-02-01 00:00:00","c#","8322"
"2019-02-01 00:00:00","c++","3720"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10952"
"2019-02-01 00:00:00","javascript","15637"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7246"
"2019-02-01 00:00:00","python","17485"
"2019-02-01 00:00:00","r","4238"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8932"
"2019-03-01 00:00:00","c++","4413"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","11996"
"2019-03-01 00:00:00","javascript","17278"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7748"
"2019-03-01 00:00:00","python","19848"
"2019-03-01 00:00:00","r","4484"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2937"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2421"
"2019-04-01 00:00:00","c#","9078"
"2019-04-01 00:00:00","c++","4364"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11125"
"2019-04-01 00:00:00","javascript","16113"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7151"
"2019-04-01 00:00:00","python","19776"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3059"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2084"
"2019-05-01 00:00:00","c#","8997"
"2019-05-01 00:00:00","c++","4114"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11037"
"2019-05-01 00:00:00","javascript","16087"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6925"
"2019-05-01 00:00:00","python","18857"
"2019-05-01 00:00:00","r","4294"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3093"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1722"
"2019-06-01 00:00:00","c#","7574"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9593"
"2019-06-01 00:00:00","javascript","14762"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5987"
"2019-06-01 00:00:00","python","17177"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3077"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8415"
"2019-07-01 00:00:00","c++","4253"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10788"
"2019-07-01 00:00:00","javascript","16079"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6631"
"2019-07-01 00:00:00","python","19697"
"2019-07-01 00:00:00","r","4192"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3030"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1543"
"2019-08-01 00:00:00","c#","7683"
"2019-08-01 00:00:00","c++","3276"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","629"
"2019-08-01 00:00:00","java","9051"
"2019-08-01 00:00:00","javascript","15166"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5814"
"2019-08-01 00:00:00","python","17992"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","777"
"2019-08-01 00:00:00","swift","2528"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1997"
"2019-09-01 00:00:00","c#","7817"
"2019-09-01 00:00:00","c++","3768"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","617"
"2019-09-01 00:00:00","java","9627"
"2019-09-01 00:00:00","javascript","14818"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5539"
"2019-09-01 00:00:00","python","16836"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2556"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2470"
"2019-10-01 00:00:00","c#","8383"
"2019-10-01 00:00:00","c++","4821"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11158"
"2019-10-01 00:00:00","javascript","15924"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6035"
"2019-10-01 00:00:00","python","20388"
"2019-10-01 00:00:00","r","4376"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3102"
"2019-11-01 00:00:00","assembly","281"
"2019-11-01 00:00:00","c","2502"
"2019-11-01 00:00:00","c#","7996"
"2019-11-01 00:00:00","c++","4711"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","601"
"2019-11-01 00:00:00","java","10274"
"2019-11-01 00:00:00","javascript","15689"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6083"
"2019-11-01 00:00:00","python","20538"
"2019-11-01 00:00:00","r","4278"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2857"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7179"
"2019-12-01 00:00:00","c++","4181"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8977"
"2019-12-01 00:00:00","javascript","14252"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5220"
"2019-12-01 00:00:00","python","18042"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2654"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2043"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4212"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9896"
"2020-01-01 00:00:00","javascript","15965"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5885"
"2020-01-01 00:00:00","python","19903"
"2020-01-01 00:00:00","r","4132"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2888"
"2020-02-01 00:00:00","assembly","269"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7682"
"2020-02-01 00:00:00","c++","4061"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","659"
"2020-02-01 00:00:00","java","9997"
"2020-02-01 00:00:00","javascript","15685"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5650"
"2020-02-01 00:00:00","python","19963"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2753"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2473"
"2020-03-01 00:00:00","c#","7760"
"2020-03-01 00:00:00","c++","4627"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11020"
"2020-03-01 00:00:00","javascript","17499"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5655"
"2020-03-01 00:00:00","python","22584"
"2020-03-01 00:00:00","r","5113"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2903"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3237"
"2020-04-01 00:00:00","c#","8557"
"2020-04-01 00:00:00","c++","6184"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","793"
"2020-04-01 00:00:00","java","12557"
"2020-04-01 00:00:00","javascript","20807"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6598"
"2020-04-01 00:00:00","python","27516"
"2020-04-01 00:00:00","r","6168"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3356"
"2020-05-01 00:00:00","c#","8565"
"2020-05-01 00:00:00","c++","6378"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11967"
"2020-05-01 00:00:00","javascript","21414"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6494"
"2020-05-01 00:00:00","python","29339"
"2020-05-01 00:00:00","r","6007"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3503"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","c#","7873"
"2020-06-01 00:00:00","c++","5601"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10781"
"2020-06-01 00:00:00","javascript","19722"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5906"
"2020-06-01 00:00:00","python","27022"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","612"
"2020-06-01 00:00:00","swift","3147"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2089"
"2020-07-01 00:00:00","c#","7778"
"2020-07-01 00:00:00","c++","5148"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10401"
"2020-07-01 00:00:00","javascript","19799"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5929"
"2020-07-01 00:00:00","python","26205"
"2020-07-01 00:00:00","r","4934"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1889"
"2020-08-01 00:00:00","c#","7042"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9269"
"2020-08-01 00:00:00","javascript","17960"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4975"
"2020-08-01 00:00:00","python","22946"
"2020-08-01 00:00:00","r","4490"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2142"
"2020-09-01 00:00:00","c#","6434"
"2020-09-01 00:00:00","c++","3906"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8903"
"2020-09-01 00:00:00","javascript","16709"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4754"
"2020-09-01 00:00:00","python","21655"
"2020-09-01 00:00:00","r","4750"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2546"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2362"
"2020-10-01 00:00:00","c#","6170"
"2020-10-01 00:00:00","c++","4308"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8896"
"2020-10-01 00:00:00","javascript","16355"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4565"
"2020-10-01 00:00:00","python","22710"
"2020-10-01 00:00:00","r","5062"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2685"
"2020-11-01 00:00:00","c#","5960"
"2020-11-01 00:00:00","c++","4300"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8441"
"2020-11-01 00:00:00","javascript","15447"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4599"
"2020-11-01 00:00:00","python","22072"
"2020-11-01 00:00:00","r","4800"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2156"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2633"
